name,website,application_url,application_email,submission_type,stage_focus,industry_focus,region_focus,form_complexity,question_count_range,required_documents,notes
Bessemer Venture Partners 8,https://bessemerventurepartn.co,https://bessemerventurepartn.co/apply,,form,"Series A,Pre-seed","E-commerce,Web3,B2B SaaS","Asia,North America",comprehensive,11-20,"traction_data,business_plan",
Advent International 7,https://adventinternational7.co,https://adventinternational7.co/apply,,email,"Pre-seed,Series C","Climate tech,E-commerce,Marketplace","Europe,North America",simple,11-20,"financial_projections,traction_data",Generated sample data for testing
Founders Fund 9,https://foundersfund9.io,https://foundersfund9.io/apply,apply@foundersfund9.io,form,"Seed,Series B","B2B SaaS,Climate tech,Web3","Europe,Asia",comprehensive,11-20,"financial_projections,business_plan",Generated sample data for testing
Intel Capital 8,https://intelcapital8.com,https://intelcapital8.com/apply,apply@intelcapital8.com,email,"Series A,Seed","E-commerce,B2B SaaS,Gaming","Europe,Global",standard,11-20,"pitch_deck,business_plan",Generated sample data for testing
Union Square Ventures 8,https://unionsquareventures8.io,https://unionsquareventures8.io/apply,apply@unionsquareventures8.io,form,"Series B,Pre-seed","B2B SaaS,Fintech,Web3","Asia,Global",standard,6-10,"pitch_deck,video",
Founders Fund 10,https://foundersfund10.com,https://foundersfund10.com/apply,apply@foundersfund10.com,email,"Series B,Series C","Gaming,Deep tech,Web3","EMEA,North America",simple,1-5,"business_plan,financial_projections",
Benchmark Capital 7,https://benchmarkcapital7.co,https://benchmarkcapital7.co/apply,,form,"Series A,Pre-seed","E-commerce,Marketplace,B2B SaaS","Asia,EMEA",comprehensive,1-5,"video,traction_data",
Thoma Bravo 9,https://thomabravo9.com,https://thomabravo9.com/apply,apply@thomabravo9.com,email,"Pre-seed,Series B","B2B SaaS,Fintech,Healthtech","Europe,Global",comprehensive,1-5,"video,legal_documents",
Advent International 8,https://adventinternational8.io,https://adventinternational8.io/apply,apply@adventinternational8.io,other,"Seed,Pre-seed","Gaming,B2B SaaS,Healthtech","EMEA,North America",comprehensive,21+,"video,business_plan",
Lightspeed Venture Partners 10,https://lightspeedventurepar.capital,https://lightspeedventurepar.capital/apply,apply@lightspeedventurepar.capital,email,"Seed,Series B","Developer tools,B2B SaaS,Fintech","Asia,Europe",comprehensive,6-10,"traction_data,video",Generated sample data for testing
KKR & Co 10,https://kkrco10.vc,https://kkrco10.vc/apply,apply@kkrco10.vc,email,"Pre-seed,Seed","B2B SaaS,Fintech,E-commerce","North America,EMEA",standard,11-20,"traction_data,financial_projections",
Blackstone Growth 8,https://blackstonegrowth8.co,https://blackstonegrowth8.co/apply,,email,"Series B,Series A","Fintech,Gaming,Consumer","Global,EMEA",comprehensive,21+,"business_plan,financial_projections",
Accel Partners 15,https://accelpartners15.com,https://accelpartners15.com/apply,,form,"Series A,Series C","Deep tech,Gaming,E-commerce","Europe,Asia",simple,1-5,"traction_data,business_plan",
GV (Google Ventures) 9,https://gvgoogleventures9.io,https://gvgoogleventures9.io/apply,apply@gvgoogleventures9.io,email,"Series C,Seed","AI/ML,Gaming,E-commerce","Global,North America",comprehensive,21+,"legal_documents,pitch_deck",
KKR & Co 11,https://kkrco11.co,https://kkrco11.co/apply,apply@kkrco11.co,form,"Seed,Pre-seed","Consumer,AI/ML,Gaming","North America,Europe",comprehensive,6-10,"video,pitch_deck",
DST Global 10,https://dstglobal10.io,https://dstglobal10.io/apply,apply@dstglobal10.io,other,"Seed,Series C","Fintech,Climate tech,Consumer","North America,Europe",standard,11-20,"business_plan,financial_projections",
Silver Lake Partners 8,https://silverlakepartners8.capital,https://silverlakepartners8.capital/apply,,other,"Series B,Seed","Consumer,B2B SaaS,Deep tech","Asia,Global",standard,11-20,"legal_documents,business_plan",
Index Ventures 8,https://indexventures8.vc,https://indexventures8.vc/apply,apply@indexventures8.vc,email,"Seed,Series C","B2B SaaS,Web3,Fintech","Europe,North America",simple,6-10,"video,business_plan",Generated sample data for testing
Coatue Management 8,https://coatuemanagement8.vc,https://coatuemanagement8.vc/apply,apply@coatuemanagement8.vc,form,"Pre-seed,Seed","E-commerce,Healthtech,B2B SaaS","Asia,Europe",standard,21+,"video,legal_documents",
Vista Equity Partners 9,https://vistaequitypartners9.vc,https://vistaequitypartners9.vc/apply,,form,"Series B,Seed","B2B SaaS,E-commerce,Deep tech","Europe,Asia",standard,6-10,"traction_data,business_plan",
Index Ventures 9,https://indexventures9.capital,https://indexventures9.capital/apply,,email,"Seed,Series B","Developer tools,Fintech,E-commerce","Asia,EMEA",standard,6-10,"video,legal_documents",Generated sample data for testing
Index Ventures 10,https://indexventures10.io,https://indexventures10.io/apply,,other,"Series C,Pre-seed","Climate tech,Consumer,Web3","EMEA,Asia",standard,11-20,"video,legal_documents",Generated sample data for testing
Bessemer Venture Partners 9,https://bessemerventurepartn.com,https://bessemerventurepartn.com/apply,,other,"Pre-seed,Seed","Climate tech,B2B SaaS,Marketplace","Global,Asia",comprehensive,21+,"financial_projections,pitch_deck",Generated sample data for testing
Lightspeed Venture Partners 11,https://lightspeedventurepar.com,https://lightspeedventurepar.com/apply,,form,"Seed,Series B","Consumer,Climate tech,Web3","Global,Europe",standard,6-10,"pitch_deck,legal_documents",
First Round Capital 8,https://firstroundcapital8.co,https://firstroundcapital8.co/apply,apply@firstroundcapital8.co,other,"Seed,Series B","E-commerce,Climate tech,Consumer","North America,Europe",simple,11-20,"video,financial_projections",
Tiger Global Management 11,https://tigerglobalmanagemen.vc,https://tigerglobalmanagemen.vc/apply,,other,"Pre-seed,Seed","B2B SaaS,Fintech,Healthtech","Global,Europe",comprehensive,11-20,"video,financial_projections",
Union Square Ventures 9,https://unionsquareventures9.com,https://unionsquareventures9.com/apply,apply@unionsquareventures9.com,form,"Seed,Pre-seed","Web3,Developer tools,AI/ML","Global,North America",standard,1-5,"legal_documents,business_plan",Generated sample data for testing
Benchmark Capital 8,https://benchmarkcapital8.com,https://benchmarkcapital8.com/apply,,other,"Series B,Seed","E-commerce,Fintech,AI/ML","North America,Europe",simple,6-10,"traction_data,business_plan",
Vista Equity Partners 10,https://vistaequitypartners1.com,https://vistaequitypartners1.com/apply,apply@vistaequitypartners1.com,email,"Series B,Pre-seed","B2B SaaS,Consumer,Fintech","Global,Europe",simple,1-5,"video,business_plan",Generated sample data for testing
Thoma Bravo 10,https://thomabravo10.com,https://thomabravo10.com/apply,,other,"Seed,Series B","AI/ML,Deep tech,Developer tools","Global,Asia",standard,21+,"video,pitch_deck",
Index Ventures 11,https://indexventures11.com,https://indexventures11.com/apply,,email,"Series A,Seed","Climate tech,Consumer,AI/ML","North America,EMEA",simple,6-10,"pitch_deck,business_plan",
Silver Lake Partners 9,https://silverlakepartners9.vc,https://silverlakepartners9.vc/apply,,form,"Pre-seed,Series A","AI/ML,Consumer,Developer tools","EMEA,Global",standard,11-20,"traction_data,business_plan",
New Enterprise Associates 8,https://newenterpriseassocia.co,https://newenterpriseassocia.co/apply,,form,"Series B,Pre-seed","Gaming,AI/ML,Climate tech","North America,Europe",simple,1-5,"pitch_deck,video",Generated sample data for testing
SoftBank Vision Fund 8,https://softbankvisionfund8.com,https://softbankvisionfund8.com/apply,apply@softbankvisionfund8.com,other,"Pre-seed,Seed","Web3,Marketplace,Developer tools","Global,North America",comprehensive,21+,"pitch_deck,business_plan",Generated sample data for testing
Kleiner Perkins 9,https://kleinerperkins9.capital,https://kleinerperkins9.capital/apply,apply@kleinerperkins9.capital,form,"Seed,Pre-seed","B2B SaaS,Web3,Fintech","Global,North America",standard,11-20,"pitch_deck,video",
Tiger Global Management 12,https://tigerglobalmanagemen.capital,https://tigerglobalmanagemen.capital/apply,,email,"Pre-seed,Series B","B2B SaaS,Consumer,Deep tech","North America,Europe",simple,21+,"legal_documents,financial_projections",Generated sample data for testing
Coatue Management 9,https://coatuemanagement9.co,https://coatuemanagement9.co/apply,apply@coatuemanagement9.co,form,"Seed,Series B","B2B SaaS,Gaming,Fintech","Asia,Europe",standard,11-20,"traction_data,legal_documents",
Insight Partners 9,https://insightpartners9.co,https://insightpartners9.co/apply,,form,"Seed,Series C","E-commerce,Healthtech,B2B SaaS","Asia,Global",standard,11-20,"business_plan,legal_documents",Generated sample data for testing
Blackstone Growth 9,https://blackstonegrowth9.io,https://blackstonegrowth9.io/apply,apply@blackstonegrowth9.io,form,"Pre-seed,Series C","Deep tech,B2B SaaS,Marketplace","North America,Europe",comprehensive,1-5,"video,pitch_deck",
GV (Google Ventures) 10,https://gvgoogleventures10.capital,https://gvgoogleventures10.capital/apply,apply@gvgoogleventures10.capital,email,"Pre-seed,Series A","B2B SaaS,Fintech,Deep tech","North America,Europe",comprehensive,11-20,"traction_data,business_plan",
Tiger Global Management 13,https://tigerglobalmanagemen.capital,https://tigerglobalmanagemen.capital/apply,apply@tigerglobalmanagemen.capital,other,"Series B,Seed","AI/ML,Developer tools,Healthtech","North America,Global",standard,1-5,"video,traction_data",Generated sample data for testing
Intel Capital 9,https://intelcapital9.com,https://intelcapital9.com/apply,,email,"Seed,Pre-seed","B2B SaaS,Developer tools,E-commerce","North America,Europe",standard,6-10,"video,business_plan",Generated sample data for testing
SoftBank Vision Fund 9,https://softbankvisionfund9.io,https://softbankvisionfund9.io/apply,apply@softbankvisionfund9.io,other,"Series C,Series B","Fintech,Deep tech,Marketplace","North America,EMEA",standard,1-5,"business_plan,video",
Vista Equity Partners 11,https://vistaequitypartners1.com,https://vistaequitypartners1.com/apply,apply@vistaequitypartners1.com,email,"Pre-seed,Series A","Deep tech,Gaming,B2B SaaS","North America,Asia",simple,6-10,"business_plan,legal_documents",Generated sample data for testing
Vista Equity Partners 12,https://vistaequitypartners1.capital,https://vistaequitypartners1.capital/apply,,email,"Pre-seed,Series B","B2B SaaS,AI/ML,Web3","Europe,Global",comprehensive,6-10,"business_plan,legal_documents",Generated sample data for testing
Blackstone Growth 10,https://blackstonegrowth10.io,https://blackstonegrowth10.io/apply,,other,"Pre-seed,Seed","Healthtech,Consumer,E-commerce","Europe,North America",simple,6-10,"legal_documents,traction_data",
Lightspeed Venture Partners 12,https://lightspeedventurepar.co,https://lightspeedventurepar.co/apply,apply@lightspeedventurepar.co,form,"Pre-seed,Series C","Marketplace,AI/ML,B2B SaaS","EMEA,Asia",simple,1-5,"traction_data,video",
Vista Equity Partners 13,https://vistaequitypartners1.capital,https://vistaequitypartners1.capital/apply,apply@vistaequitypartners1.capital,email,"Series B,Series A","Consumer,Healthtech,Developer tools","Europe,North America",comprehensive,6-10,"financial_projections,pitch_deck",Generated sample data for testing
Kleiner Perkins 10,https://kleinerperkins10.vc,https://kleinerperkins10.vc/apply,apply@kleinerperkins10.vc,other,"Series B,Seed","B2B SaaS,Consumer,Fintech","North America,Europe",standard,21+,"video,business_plan",
TPG Growth 9,https://tpggrowth9.com,https://tpggrowth9.com/apply,,other,"Series B,Pre-seed","Deep tech,AI/ML,Healthtech","Asia,North America",comprehensive,6-10,"traction_data,pitch_deck",Generated sample data for testing
SoftBank Vision Fund 10,https://softbankvisionfund10.io,https://softbankvisionfund10.io/apply,apply@softbankvisionfund10.io,other,"Series A,Seed","Gaming,AI/ML,Consumer","Asia,EMEA",simple,6-10,"video,legal_documents",Generated sample data for testing
Bessemer Venture Partners 10,https://bessemerventurepartn.io,https://bessemerventurepartn.io/apply,,email,"Pre-seed,Seed","Developer tools,Web3,Marketplace","Global,Asia",standard,11-20,"pitch_deck,video",
Benchmark Capital 9,https://benchmarkcapital9.vc,https://benchmarkcapital9.vc/apply,,form,"Series B,Seed","B2B SaaS,Healthtech,Marketplace","Europe,Global",simple,1-5,"legal_documents,traction_data",Generated sample data for testing
Bessemer Venture Partners 11,https://bessemerventurepartn.co,https://bessemerventurepartn.co/apply,,form,"Series B,Series A","Consumer,Gaming,Developer tools","Europe,Asia",simple,1-5,"video,business_plan",
Founders Fund 11,https://foundersfund11.capital,https://foundersfund11.capital/apply,,form,"Seed,Pre-seed","Consumer,Fintech,Developer tools","Europe,North America",standard,1-5,"legal_documents,traction_data",Generated sample data for testing
Silver Lake Partners 10,https://silverlakepartners10.io,https://silverlakepartners10.io/apply,apply@silverlakepartners10.io,email,"Series B,Series C","AI/ML,B2B SaaS,Gaming","Global,North America",standard,1-5,"business_plan,pitch_deck",
Coatue Management 10,https://coatuemanagement10.capital,https://coatuemanagement10.capital/apply,apply@coatuemanagement10.capital,email,"Series A,Seed","Web3,B2B SaaS,Developer tools","Europe,Asia",simple,6-10,"legal_documents,pitch_deck",
Sequoia Capital 11,https://sequoiacapital11.io,https://sequoiacapital11.io/apply,,form,"Series B,Series A","E-commerce,AI/ML,Fintech","North America,Asia",simple,21+,"legal_documents,business_plan",Generated sample data for testing
Intel Capital 10,https://intelcapital10.io,https://intelcapital10.io/apply,,form,"Series C,Pre-seed","Consumer,B2B SaaS,Deep tech","North America,EMEA",standard,6-10,"video,business_plan",Generated sample data for testing
SoftBank Vision Fund 11,https://softbankvisionfund11.co,https://softbankvisionfund11.co/apply,apply@softbankvisionfund11.co,form,"Seed,Pre-seed","Developer tools,E-commerce,Consumer","EMEA,Asia",simple,21+,"video,pitch_deck",Generated sample data for testing
Sequoia Capital 12,https://sequoiacapital12.co,https://sequoiacapital12.co/apply,apply@sequoiacapital12.co,email,"Pre-seed,Series A","AI/ML,B2B SaaS,Healthtech","Europe,Asia",comprehensive,11-20,"legal_documents,video",
Greylock Partners 9,https://greylockpartners9.vc,https://greylockpartners9.vc/apply,,email,"Seed,Series A","Gaming,B2B SaaS,Web3","North America,Asia",comprehensive,1-5,"pitch_deck,business_plan",
Salesforce Ventures 10,https://salesforceventures10.vc,https://salesforceventures10.vc/apply,apply@salesforceventures10.vc,email,"Series B,Pre-seed","Marketplace,Consumer,Web3","Asia,Global",comprehensive,6-10,"business_plan,financial_projections",
Coatue Management 11,https://coatuemanagement11.co,https://coatuemanagement11.co/apply,apply@coatuemanagement11.co,form,"Seed,Pre-seed","Healthtech,Gaming,Web3","Europe,North America",simple,1-5,"traction_data,financial_projections",
Blackstone Growth 11,https://blackstonegrowth11.vc,https://blackstonegrowth11.vc/apply,apply@blackstonegrowth11.vc,email,"Seed,Series B","AI/ML,Marketplace,Gaming","Global,Europe",standard,1-5,"business_plan,video",Generated sample data for testing
Tiger Global Management 14,https://tigerglobalmanagemen.vc,https://tigerglobalmanagemen.vc/apply,apply@tigerglobalmanagemen.vc,form,"Series B,Seed","E-commerce,Consumer,Climate tech","EMEA,Asia",standard,21+,"financial_projections,pitch_deck",Generated sample data for testing
DST Global 11,https://dstglobal11.vc,https://dstglobal11.vc/apply,apply@dstglobal11.vc,other,"Series A,Series B","Deep tech,Consumer,AI/ML","EMEA,Global",standard,1-5,"business_plan,pitch_deck",
Union Square Ventures 10,https://unionsquareventures1.capital,https://unionsquareventures1.capital/apply,apply@unionsquareventures1.capital,other,"Series C,Pre-seed","B2B SaaS,Fintech,Consumer","EMEA,Europe",comprehensive,11-20,"pitch_deck,video",
TPG Growth 10,https://tpggrowth10.co,https://tpggrowth10.co/apply,apply@tpggrowth10.co,other,"Pre-seed,Series A","B2B SaaS,Developer tools,Consumer","Asia,North America",simple,11-20,"traction_data,pitch_deck",Generated sample data for testing
Kleiner Perkins 11,https://kleinerperkins11.vc,https://kleinerperkins11.vc/apply,apply@kleinerperkins11.vc,form,"Pre-seed,Series A","Healthtech,Consumer,AI/ML","Europe,EMEA",comprehensive,6-10,"pitch_deck,video",Generated sample data for testing
Sequoia Capital 13,https://sequoiacapital13.capital,https://sequoiacapital13.capital/apply,,form,"Pre-seed,Series B","B2B SaaS,Climate tech,E-commerce","North America,EMEA",comprehensive,6-10,"financial_projections,business_plan",
Thoma Bravo 11,https://thomabravo11.io,https://thomabravo11.io/apply,,form,"Series B,Series C","Deep tech,B2B SaaS,Healthtech","North America,EMEA",standard,11-20,"legal_documents,financial_projections",
Salesforce Ventures 11,https://salesforceventures11.io,https://salesforceventures11.io/apply,,form,"Pre-seed,Series B","Healthtech,Consumer,AI/ML","Europe,North America",comprehensive,1-5,"video,traction_data",
Accel Partners 16,https://accelpartners16.io,https://accelpartners16.io/apply,,form,"Series B,Series A","E-commerce,Web3,Gaming","North America,Global",comprehensive,6-10,"video,legal_documents",Generated sample data for testing
SoftBank Vision Fund 12,https://softbankvisionfund12.co,https://softbankvisionfund12.co/apply,apply@softbankvisionfund12.co,form,"Series B,Seed","Fintech,Marketplace,E-commerce","Europe,North America",simple,21+,"pitch_deck,video",Generated sample data for testing
Accel Partners 17,https://accelpartners17.vc,https://accelpartners17.vc/apply,,other,"Series B,Pre-seed","Consumer,E-commerce,B2B SaaS","North America,Asia",simple,11-20,"video,financial_projections",
Benchmark Capital 10,https://benchmarkcapital10.com,https://benchmarkcapital10.com/apply,apply@benchmarkcapital10.com,email,"Series A,Series B","E-commerce,Gaming,Fintech","Europe,Asia",standard,21+,"business_plan,video",
Kleiner Perkins 12,https://kleinerperkins12.co,https://kleinerperkins12.co/apply,apply@kleinerperkins12.co,email,"Series A,Pre-seed","Climate tech,Fintech,Gaming","Global,North America",comprehensive,1-5,"financial_projections,pitch_deck",Generated sample data for testing
Andreessen Horowitz 10,https://andreessenhorowitz10.co,https://andreessenhorowitz10.co/apply,,other,"Pre-seed,Seed","B2B SaaS,Developer tools,Fintech","Europe,North America",standard,21+,"video,pitch_deck",
Silver Lake Partners 11,https://silverlakepartners11.io,https://silverlakepartners11.io/apply,,other,"Series B,Series A","E-commerce,Climate tech,Developer tools","Europe,EMEA",standard,1-5,"business_plan,traction_data",
Blackstone Growth 12,https://blackstonegrowth12.vc,https://blackstonegrowth12.vc/apply,,form,"Series C,Seed","Consumer,AI/ML,Healthtech","EMEA,Global",standard,21+,"pitch_deck,traction_data",
SoftBank Vision Fund 13,https://softbankvisionfund13.io,https://softbankvisionfund13.io/apply,,form,"Seed,Series A","Climate tech,B2B SaaS,Marketplace","Global,North America",standard,11-20,"traction_data,video",
Thoma Bravo 12,https://thomabravo12.capital,https://thomabravo12.capital/apply,,email,"Series A,Pre-seed","Marketplace,Consumer,AI/ML","Global,North America",comprehensive,6-10,"video,business_plan",Generated sample data for testing
KKR & Co 12,https://kkrco12.vc,https://kkrco12.vc/apply,,form,"Series C,Seed","Climate tech,Fintech,Marketplace","Global,EMEA",simple,1-5,"pitch_deck,traction_data",Generated sample data for testing
General Catalyst 10,https://generalcatalyst10.vc,https://generalcatalyst10.vc/apply,apply@generalcatalyst10.vc,form,"Seed,Series B","Deep tech,Consumer,Developer tools","Global,Asia",simple,6-10,"video,traction_data",
Kleiner Perkins 13,https://kleinerperkins13.vc,https://kleinerperkins13.vc/apply,,other,"Series B,Series A","AI/ML,Web3,Climate tech","Europe,Asia",comprehensive,11-20,"pitch_deck,traction_data",
Bessemer Venture Partners 12,https://bessemerventurepartn.vc,https://bessemerventurepartn.vc/apply,apply@bessemerventurepartn.vc,other,"Seed,Series B","B2B SaaS,Developer tools,Fintech","Europe,North America",standard,1-5,"financial_projections,video",
Lightspeed Venture Partners 13,https://lightspeedventurepar.com,https://lightspeedventurepar.com/apply,apply@lightspeedventurepar.com,form,"Series A,Pre-seed","B2B SaaS,Consumer,Developer tools","Global,Europe",comprehensive,11-20,"pitch_deck,video",Generated sample data for testing
First Round Capital 10,https://firstroundcapital10.io,https://firstroundcapital10.io/apply,apply@firstroundcapital10.io,email,"Seed,Series B","Consumer,Developer tools,B2B SaaS","Europe,Global",comprehensive,11-20,"video,traction_data",Generated sample data for testing
Intel Capital 11,https://intelcapital11.co,https://intelcapital11.co/apply,apply@intelcapital11.co,other,"Pre-seed,Series C","Healthtech,E-commerce,B2B SaaS","Europe,Asia",simple,1-5,"pitch_deck,financial_projections",Generated sample data for testing
DST Global 12,https://dstglobal12.vc,https://dstglobal12.vc/apply,,form,"Series B,Seed","B2B SaaS,Deep tech,Fintech","Asia,North America",standard,21+,"financial_projections,legal_documents",
Index Ventures 12,https://indexventures12.com,https://indexventures12.com/apply,,other,"Seed,Series C","Developer tools,B2B SaaS,Fintech","Europe,Global",comprehensive,11-20,"financial_projections,business_plan",
Coatue Management 12,https://coatuemanagement12.capital,https://coatuemanagement12.capital/apply,apply@coatuemanagement12.capital,email,"Pre-seed,Series B","Deep tech,B2B SaaS,Gaming","Europe,Global",standard,21+,"pitch_deck,video",
GV (Google Ventures) 11,https://gvgoogleventures11.capital,https://gvgoogleventures11.capital/apply,,email,"Series B,Pre-seed","B2B SaaS,Fintech,Climate tech","EMEA,Europe",simple,1-5,"pitch_deck,business_plan",Generated sample data for testing
KKR & Co 13,https://kkrco13.vc,https://kkrco13.vc/apply,apply@kkrco13.vc,other,"Series C,Seed","AI/ML,Marketplace,Deep tech","Europe,North America",comprehensive,21+,"pitch_deck,legal_documents",Generated sample data for testing
General Catalyst 11,https://generalcatalyst11.co,https://generalcatalyst11.co/apply,apply@generalcatalyst11.co,form,"Series A,Pre-seed","AI/ML,B2B SaaS,Gaming","EMEA,Europe",comprehensive,11-20,"business_plan,video",Generated sample data for testing
TPG Growth 11,https://tpggrowth11.capital,https://tpggrowth11.capital/apply,,email,"Seed,Pre-seed","E-commerce,B2B SaaS,Gaming","Europe,Global",standard,11-20,"business_plan,video",
Union Square Ventures 11,https://unionsquareventures1.vc,https://unionsquareventures1.vc/apply,,form,"Series B,Pre-seed","AI/ML,E-commerce,Marketplace","Asia,EMEA",standard,11-20,"financial_projections,business_plan",
Thoma Bravo 13,https://thomabravo13.co,https://thomabravo13.co/apply,apply@thomabravo13.co,form,"Series C,Seed","Consumer,Developer tools,B2B SaaS","EMEA,Asia",simple,6-10,"legal_documents,video",Generated sample data for testing
Intel Capital 12,https://intelcapital12.co,https://intelcapital12.co/apply,apply@intelcapital12.co,email,"Seed,Pre-seed","E-commerce,B2B SaaS,AI/ML","Asia,Global",comprehensive,6-10,"financial_projections,pitch_deck",Generated sample data for testing
Andreessen Horowitz 11,https://andreessenhorowitz11.io,https://andreessenhorowitz11.io/apply,,email,"Series B,Pre-seed","Developer tools,B2B SaaS,Deep tech","Global,EMEA",comprehensive,6-10,"legal_documents,video",Generated sample data for testing
Advent International 10,https://adventinternational1.com,https://adventinternational1.com/apply,apply@adventinternational1.com,form,"Series C,Seed","B2B SaaS,E-commerce,AI/ML","EMEA,Europe",standard,1-5,"traction_data,pitch_deck",
Andreessen Horowitz 12,https://andreessenhorowitz12.co,https://andreessenhorowitz12.co/apply,,other,"Series B,Series C","Fintech,Web3,Consumer","Asia,Global",standard,21+,"business_plan,traction_data",
TPG Growth 12,https://tpggrowth12.co,https://tpggrowth12.co/apply,,form,"Series C,Series B","E-commerce,Consumer,B2B SaaS","Europe,North America",simple,6-10,"business_plan,video",
Warburg Pincus 10,https://warburgpincus10.co,https://warburgpincus10.co/apply,apply@warburgpincus10.co,email,"Series A,Series B","B2B SaaS,Fintech,Healthtech","North America,Europe",standard,11-20,"pitch_deck,legal_documents",
First Round Capital 11,https://firstroundcapital11.co,https://firstroundcapital11.co/apply,,other,"Seed,Pre-seed","B2B SaaS,Fintech,Healthtech","North America,Asia",standard,11-20,"traction_data,legal_documents",
Lightspeed Venture Partners 14,https://lightspeedventurepar.com,https://lightspeedventurepar.com/apply,,email,"Pre-seed,Series B","Consumer,E-commerce,Web3","North America,Asia",simple,21+,"business_plan,financial_projections",
TPG Growth 13,https://tpggrowth13.capital,https://tpggrowth13.capital/apply,apply@tpggrowth13.capital,other,"Seed,Pre-seed","Deep tech,E-commerce,B2B SaaS","North America,Europe",standard,21+,"pitch_deck,financial_projections",Generated sample data for testing
Sequoia Capital 14,https://sequoiacapital14.co,https://sequoiacapital14.co/apply,,form,"Series A,Series B","AI/ML,Healthtech,Consumer","Global,Asia",standard,21+,"video,pitch_deck",Generated sample data for testing
KKR & Co 14,https://kkrco14.co,https://kkrco14.co/apply,,form,"Series A,Pre-seed","Climate tech,Consumer,B2B SaaS","Global,North America",comprehensive,1-5,"financial_projections,business_plan",
Tiger Global Management 15,https://tigerglobalmanagemen.capital,https://tigerglobalmanagemen.capital/apply,,other,"Pre-seed,Seed","Healthtech,AI/ML,Developer tools","Europe,Global",simple,11-20,"traction_data,pitch_deck",Generated sample data for testing
Lightspeed Venture Partners 15,https://lightspeedventurepar.capital,https://lightspeedventurepar.capital/apply,,form,"Series A,Seed","Deep tech,E-commerce,Developer tools","Europe,North America",standard,21+,"business_plan,financial_projections",Generated sample data for testing
SoftBank Vision Fund 14,https://softbankvisionfund14.io,https://softbankvisionfund14.io/apply,apply@softbankvisionfund14.io,other,"Series B,Seed","E-commerce,B2B SaaS,Gaming","Europe,North America",simple,21+,"pitch_deck,business_plan",Generated sample data for testing
Warburg Pincus 11,https://warburgpincus11.com,https://warburgpincus11.com/apply,,email,"Series B,Seed","Climate tech,Gaming,AI/ML","Global,Europe",comprehensive,11-20,"legal_documents,pitch_deck",
Andreessen Horowitz 13,https://andreessenhorowitz13.com,https://andreessenhorowitz13.com/apply,,email,"Seed,Pre-seed","B2B SaaS,Consumer,Fintech","Global,Europe",simple,6-10,"video,pitch_deck",Generated sample data for testing
First Round Capital 12,https://firstroundcapital12.co,https://firstroundcapital12.co/apply,,form,"Series C,Series A","B2B SaaS,Climate tech,Developer tools","North America,Asia",standard,21+,"video,traction_data",Generated sample data for testing
Vista Equity Partners 14,https://vistaequitypartners1.com,https://vistaequitypartners1.com/apply,,other,"Series C,Pre-seed","B2B SaaS,Fintech,Healthtech","EMEA,Global",simple,11-20,"video,business_plan",
SoftBank Vision Fund 15,https://softbankvisionfund15.vc,https://softbankvisionfund15.vc/apply,,form,"Seed,Series C","Developer tools,B2B SaaS,Marketplace","EMEA,Europe",comprehensive,6-10,"business_plan,video",Generated sample data for testing
Insight Partners 11,https://insightpartners11.com,https://insightpartners11.com/apply,apply@insightpartners11.com,other,"Pre-seed,Series A","E-commerce,Developer tools,B2B SaaS","Europe,North America",simple,11-20,"video,pitch_deck",Generated sample data for testing
DST Global 13,https://dstglobal13.com,https://dstglobal13.com/apply,,form,"Series C,Pre-seed","Consumer,B2B SaaS,E-commerce","North America,EMEA",simple,11-20,"financial_projections,video",
KKR & Co 15,https://kkrco15.co,https://kkrco15.co/apply,apply@kkrco15.co,form,"Series C,Seed","B2B SaaS,Gaming,Developer tools","Asia,Europe",simple,21+,"video,pitch_deck",
Andreessen Horowitz 14,https://andreessenhorowitz14.vc,https://andreessenhorowitz14.vc/apply,apply@andreessenhorowitz14.vc,email,"Pre-seed,Series B","E-commerce,Deep tech,Marketplace","North America,Asia",comprehensive,1-5,"video,legal_documents",
New Enterprise Associates 11,https://newenterpriseassocia.co,https://newenterpriseassocia.co/apply,,other,"Series A,Seed","Healthtech,E-commerce,Web3","Asia,Europe",standard,6-10,"financial_projections,traction_data",
Coatue Management 13,https://coatuemanagement13.capital,https://coatuemanagement13.capital/apply,apply@coatuemanagement13.capital,other,"Seed,Series A","E-commerce,B2B SaaS,Climate tech","Asia,Europe",comprehensive,6-10,"pitch_deck,legal_documents",
Advent International 11,https://adventinternational1.capital,https://adventinternational1.capital/apply,apply@adventinternational1.capital,other,"Series B,Series A","Deep tech,Web3,Developer tools","North America,EMEA",standard,11-20,"pitch_deck,financial_projections",Generated sample data for testing
Blackstone Growth 13,https://blackstonegrowth13.co,https://blackstonegrowth13.co/apply,apply@blackstonegrowth13.co,other,"Seed,Series C","Fintech,Consumer,Marketplace","Asia,Global",comprehensive,1-5,"video,pitch_deck",Generated sample data for testing
Thoma Bravo 14,https://thomabravo14.io,https://thomabravo14.io/apply,apply@thomabravo14.io,email,"Series C,Series B","Consumer,B2B SaaS,Fintech","Europe,Global",comprehensive,6-10,"business_plan,traction_data",Generated sample data for testing
